step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
350,CASH_IN,183098.4,15976.0,199074.4,579449.1,396350.75,0
230,PAYMENT,9977.46,573738.06,563760.56,0.0,0.0,0
14,PAYMENT,9921.1,71007.36,61086.26,0.0,0.0,0
227,PAYMENT,13636.63,295401.38,281764.75,0.0,0.0,0
507,CASH_OUT,244153.94,244153.94,0.0,462368.7,706522.6,1
304,PAYMENT,24469.32,10477.29,0.0,0.0,0.0,0
18,PAYMENT,1483.71,0.0,0.0,0.0,0.0,0
224,TRANSFER,1.1507171e+06,1.1507171e+06,0.0,0.0,0.0,1
383,CASH_OUT,150406.9,150406.9,0.0,1.903051e+06,2.053458e+06,1
349,CASH_OUT,276698.94,5131.0,0.0,0.0,276698.94,0
164,TRANSFER,127253.37,0.0,0.0,389913.75,517167.12,0
36,TRANSFER,1.6840391e+06,1.6840391e+06,0.0,0.0,0.0,1
273,CASH_OUT,10948.96,104581.0,93632.04,202381.69,213330.66,0
446,TRANSFER,2.7206478e+06,2.7206478e+06,0.0,0.0,0.0,1
140,CASH_OUT,54171.85,0.0,0.0,648432.0,828671.3,0
520,CASH_OUT,53325.6,53325.6,0.0,753904.94,807230.56,1
650,CASH_OUT,50523.78,50523.78,0.0,0.0,50523.78,1
299,PAYMENT,11968.21,163513.47,151545.27,0.0,0.0,0
328,TRANSFER,6391.6,6391.6,0.0,0.0,0.0,1
60,TRANSFER,742973.5,742973.5,0.0,0.0,0.0,1
373,CASH_OUT,9432.4,0.0,0.0,552667.5,562099.94,0
402,TRANSFER,1.3014106e+06,1.3014106e+06,0.0,0.0,0.0,1
187,CASH_IN,75234.09,345081.0,420315.1,0.0,0.0,0
134,CASH_OUT,33528.21,32292.41,0.0,1.5917446e+06,1.6252729e+06,0
308,CASH_OUT,256364.58,0.0,0.0,543586.4,799950.94,0
322,CASH_IN,9737.68,6130.0,15867.68,83003.58,73265.9,0
131,CASH_OUT,53340.45,53340.45,0.0,0.0,53340.45,1
331,CASH_IN,203711.03,8.066156e+06,8.269867e+06,534712.56,331001.56,0
20,TRANSFER,379833.16,0.0,0.0,510482.0,890315.1,0
565,TRANSFER,112958.85,112958.85,0.0,0.0,0.0,1
133,TRANSFER,270213.94,33404.0,0.0,105327.6,549463.7,0
304,TRANSFER,1.8436322e+06,57272.0,0.0,54508.68,1.898141e+06,0
366,TRANSFER,769619.56,769619.56,0.0,0.0,0.0,1
276,CASH_IN,157813.88,7455.0,165268.88,467643.34,309829.47,0
256,CASH_OUT,70696.74,70696.74,0.0,90517.55,161214.3,1
439,CASH_OUT,3.6532742e+06,3.6532742e+06,0.0,637138.06,4.2904125e+06,1
11,CASH_OUT,62360.73,45375.0,0.0,0.0,62360.73,0
133,CASH_OUT,1.1590105e+06,1.1590105e+06,0.0,175085.52,1.334096e+06,1
229,CASH_OUT,314269.8,0.0,0.0,2.4986762e+06,2.812946e+06,0
329,TRANSFER,53017.36,120799.0,67781.64,6.2532605e+06,6.3062775e+06,0
656,TRANSFER,494446.94,494446.94,0.0,0.0,0.0,1
464,CASH_OUT,1.5067951e+06,1.5067951e+06,0.0,39851.76,1.5466469e+06,1
105,CASH_OUT,1.7671126e+06,1.7671126e+06,0.0,1.8078139e+06,3.5749265e+06,1
121,TRANSFER,130987.75,130987.75,0.0,0.0,0.0,1
293,TRANSFER,530125.0,530125.0,0.0,0.0,0.0,1
275,CASH_IN,457086.8,39690.0,496776.8,2.9206585e+06,2.4635718e+06,0
74,TRANSFER,455074.12,455074.12,0.0,0.0,0.0,1
45,TRANSFER,4.9196425e+06,4.9196425e+06,0.0,0.0,0.0,1
137,PAYMENT,6807.64,0.0,0.0,0.0,0.0,0
133,CASH_OUT,145478.77,31922.0,0.0,0.0,145478.77,0
211,PAYMENT,6159.5,11802.0,5642.5,0.0,0.0,0
396,CASH_OUT,571930.3,0.0,0.0,601735.1,1.1736654e+06,0
250,TRANSFER,174683.34,174683.34,0.0,0.0,0.0,1
178,TRANSFER,1.8655281e+06,20734.0,0.0,0.0,1.8655281e+06,0
250,CASH_OUT,158107.02,0.0,0.0,1.185963e+06,1.3980169e+06,0
382,CASH_OUT,161960.8,17703.0,0.0,926358.0,1.0883188e+06,0
16,CASH_OUT,60766.01,0.0,0.0,1.7366299e+06,1.7973959e+06,0
567,CASH_OUT,175203.45,175203.45,0.0,2.7357765e+06,2.91098e+06,1
299,CASH_OUT,151292.4,5528.0,0.0,394464.72,545757.1,0
268,CASH_OUT,2.2194752e+06,2.2194752e+06,0.0,589145.3,2.8086205e+06,1
328,TRANSFER,4.2609425e+06,1042.0,0.0,65310.94,4.3262535e+06,0
325,PAYMENT,31158.25,179416.44,148258.19,0.0,0.0,0
231,CASH_OUT,319746.84,130761.0,0.0,0.0,319746.84,0
36,CASH_OUT,111704.84,0.0,0.0,1.691421e+06,2.4848008e+06,0
554,TRANSFER,3.576297e+06,3.576297e+06,3.576297e+06,0.0,0.0,1
65,TRANSFER,174923.28,174923.28,0.0,0.0,0.0,1
330,CASH_OUT,36410.8,854681.0,818270.2,0.0,36410.8,0
144,CASH_OUT,2.120267e+06,2.120267e+06,0.0,4.0765392e+06,6.196806e+06,1
547,CASH_IN,211912.05,85755.0,297667.06,6.0335185e+06,5.8216065e+06,0
260,CASH_IN,161722.77,183.0,161905.77,263460.94,101738.17,0
1,PAYMENT,660.52,35451.0,34790.48,0.0,0.0,0
40,CASH_OUT,58143.88,141514.0,83370.12,0.0,58143.88,0
243,CASH_OUT,5.0441475e+06,5.0441475e+06,0.0,0.0,5.0441475e+06,1
164,CASH_OUT,214636.92,70588.0,0.0,2.1525128e+06,2.3671498e+06,0
257,PAYMENT,3621.96,0.0,0.0,0.0,0.0,0
9,CASH_IN,68966.07,20274.0,89240.07,280045.84,211079.77,0
139,PAYMENT,20989.75,27443.0,6453.25,0.0,0.0,0
226,CASH_OUT,259525.36,0.0,0.0,666493.1,926018.5,0
20,PAYMENT,11265.62,684397.9,673132.25,0.0,0.0,0
237,CASH_OUT,34649.33,0.0,0.0,217512.4,252161.72,0
51,TRANSFER,1.1702829e+06,1.1702829e+06,0.0,0.0,0.0,1
406,CASH_OUT,2.426077e+06,2.426077e+06,0.0,44160.09,2.470237e+06,1
11,PAYMENT,2550.92,0.0,0.0,0.0,0.0,0
359,TRANSFER,105733.45,105733.45,0.0,0.0,0.0,1
413,TRANSFER,438983.44,438983.44,0.0,0.0,0.0,1
260,PAYMENT,2211.83,240897.19,238685.36,0.0,0.0,0
449,CASH_IN,47155.53,117075.0,164230.53,103530.44,56374.9,0
415,CASH_OUT,224230.16,224230.16,0.0,427065.03,651295.2,1
232,CASH_OUT,58238.44,0.0,0.0,306550.22,364788.66,0
297,CASH_IN,57461.52,11050.0,68511.52,0.0,0.0,0
563,TRANSFER,96989.06,96989.06,0.0,0.0,0.0,1
16,PAYMENT,19539.84,10445.0,0.0,0.0,0.0,0
348,TRANSFER,5.5680895e+06,618.0,0.0,70857.26,5.638947e+06,0
402,CASH_IN,51234.46,30931.0,82165.46,0.0,0.0,0
454,CASH_OUT,1.1727006e+06,1.1727006e+06,0.0,202614.1,1.3753148e+06,1
160,PAYMENT,43395.1,1149.0,0.0,0.0,0.0,0
521,CASH_OUT,525155.8,525155.8,0.0,2.665961e+06,3.191117e+06,1
323,CASH_OUT,149702.52,0.0,0.0,278855.62,428558.12,0
380,CASH_OUT,161665.31,0.0,0.0,486893.06,648558.4,0
125,TRANSFER,222097.11,222097.11,0.0,0.0,0.0,1
396,PAYMENT,24312.31,202741.0,178428.69,0.0,0.0,0
395,PAYMENT,2418.52,6061.28,3642.76,0.0,0.0,0
256,CASH_IN,11116.25,164.0,11280.25,0.0,0.0,0
207,PAYMENT,17923.92,32347.0,14423.08,0.0,0.0,0
234,PAYMENT,368.47,0.0,0.0,0.0,0.0,0
663,TRANSFER,473387.8,473387.8,0.0,0.0,0.0,1
638,CASH_OUT,1.5595406e+06,1.5595406e+06,0.0,100482.9,1.6600235e+06,1
541,CASH_OUT,107320.81,107320.81,0.0,289571.44,396892.25,1
250,TRANSFER,1e+07,1.1343002e+07,1.3430021e+06,0.0,0.0,1
211,CASH_IN,55719.8,8.85373e+06,8.90945e+06,170520.69,114800.88,0
336,TRANSFER,5.9034575e+06,5.9034575e+06,0.0,0.0,0.0,1
283,CASH_OUT,113360.8,113360.8,0.0,175345.9,288706.72,1
312,CASH_OUT,117345.35,117345.35,0.0,0.0,117345.35,1
599,CASH_OUT,306675.38,306675.38,0.0,3.5660838e+06,3.872759e+06,1
536,TRANSFER,1.56755e+06,1.56755e+06,0.0,0.0,0.0,1
570,CASH_IN,145610.81,572.0,146182.81,0.0,0.0,0
230,TRANSFER,3.774746e+06,3.774746e+06,0.0,0.0,0.0,1
415,TRANSFER,1.6751532e+06,1.6751532e+06,0.0,0.0,0.0,1
213,PAYMENT,1550.48,29257.0,27706.52,0.0,0.0,0
136,CASH_OUT,153778.73,24936.0,0.0,139625.55,293404.28,0
468,TRANSFER,1.1651879e+06,1.1651879e+06,0.0,0.0,0.0,1
400,CASH_IN,102175.26,1.2490188e+07,1.2592363e+07,738871.8,636696.56,0
186,CASH_OUT,29816.21,15638.0,0.0,226315.6,256131.8,0
226,CASH_OUT,73230.68,15318.0,0.0,0.0,73230.68,0
617,CASH_OUT,1e+07,1e+07,0.0,0.0,1e+07,1
11,PAYMENT,13920.06,99408.0,85487.94,0.0,0.0,0
348,TRANSFER,48847.42,0.0,0.0,154565.8,203413.2,0
15,PAYMENT,7318.31,321064.3,313746.0,0.0,0.0,0
381,PAYMENT,8693.69,198468.0,189774.31,0.0,0.0,0
218,CASH_OUT,957432.3,957432.3,0.0,4634.35,962066.7,1
234,PAYMENT,17421.25,55207.72,37786.47,0.0,0.0,0
160,PAYMENT,16758.1,89174.0,72415.9,0.0,0.0,0
238,PAYMENT,5355.95,34860.0,29504.05,0.0,0.0,0
401,TRANSFER,19511.35,19511.35,0.0,0.0,0.0,1
255,PAYMENT,11487.79,3394.0,0.0,0.0,0.0,0
329,CASH_OUT,1851.88,0.0,0.0,3.1214732e+06,3.123325e+06,0
687,PAYMENT,11403.21,0.0,0.0,0.0,0.0,0
131,CASH_OUT,115326.54,0.0,0.0,951229.3,1.0665559e+06,0
208,TRANSFER,839518.2,0.0,0.0,912314.8,1.751833e+06,0
655,CASH_OUT,45758.71,45758.71,0.0,0.0,45758.71,1
409,CASH_OUT,9.033761e+06,9.033761e+06,0.0,208005.22,9.241766e+06,1
180,PAYMENT,7588.0,0.0,0.0,0.0,0.0,0
43,TRANSFER,350789.6,350789.6,0.0,0.0,276871.72,1
406,CASH_IN,245211.33,5105.0,250316.33,224543.97,0.0,0
550,PAYMENT,4313.87,72084.0,67770.13,0.0,0.0,0
86,TRANSFER,88649.1,88649.1,0.0,0.0,0.0,1
590,PAYMENT,15148.21,0.0,0.0,0.0,0.0,0
39,TRANSFER,440214.34,0.0,0.0,969995.6,1.41021e+06,0
42,TRANSFER,231877.06,16539.65,0.0,526146.9,758023.94,0
566,CASH_IN,15409.97,296536.0,311945.97,1.408433e+06,1.393023e+06,0
165,CASH_IN,200038.31,7.302639e+06,7.5026775e+06,277936.9,77898.6,0
9,PAYMENT,169.99,0.0,0.0,0.0,0.0,0
277,TRANSFER,2.3924828e+06,2.3924828e+06,0.0,0.0,0.0,1
140,CASH_OUT,223988.8,12515.08,0.0,1.855998e+06,2.0799868e+06,0
297,CASH_IN,226215.1,559780.3,785995.4,919557.7,693342.6,0
588,TRANSFER,723476.5,0.0,0.0,6.2343745e+06,6.957851e+06,0
65,CASH_OUT,403975.38,403975.38,0.0,0.0,403975.38,1
329,CASH_OUT,182159.56,340213.0,158053.44,848157.3,1.0303169e+06,0
263,TRANSFER,621271.5,0.0,0.0,3.5958225e+06,4.217094e+06,0
323,PAYMENT,16097.29,10693.0,0.0,0.0,0.0,0
361,TRANSFER,3.421212e+06,3.421212e+06,0.0,0.0,0.0,1
39,CASH_IN,6044.96,11504.0,17548.96,59875.0,0.0,0
379,PAYMENT,12888.47,30741.0,17852.53,0.0,0.0,0
259,PAYMENT,7108.85,112782.97,105674.12,0.0,0.0,0
130,TRANSFER,1.599445e+06,2095.0,0.0,2.967181e+06,4.566626e+06,0
284,PAYMENT,2159.52,132045.66,129886.13,0.0,0.0,0
359,PAYMENT,26458.67,8360.5,0.0,0.0,0.0,0
350,CASH_IN,45351.64,92317.0,137668.64,6128.42,0.0,0
552,TRANSFER,45116.24,45116.24,0.0,0.0,0.0,1
18,PAYMENT,2647.99,811672.75,809024.75,0.0,0.0,0
265,CASH_OUT,415437.28,415437.28,0.0,1.3553676e+06,1.7708049e+06,1
141,CASH_OUT,217471.19,66049.0,0.0,0.0,217471.19,0
347,CASH_OUT,243506.05,0.0,0.0,596564.06,840070.1,0
202,PAYMENT,7770.53,21991.0,14220.47,0.0,0.0,0
530,CASH_OUT,148680.12,148680.12,0.0,0.0,148680.12,1
330,PAYMENT,12853.11,0.0,0.0,0.0,0.0,0
37,CASH_OUT,510549.03,0.0,0.0,3.6934432e+06,4.2039925e+06,0
205,CASH_IN,62261.2,4.1864042e+06,4.2486655e+06,467677.72,405416.5,0
474,PAYMENT,4825.23,523219.16,518393.9,0.0,0.0,0
542,TRANSFER,7.469051e+06,7.469051e+06,0.0,0.0,0.0,1
47,TRANSFER,667043.9,667043.9,0.0,0.0,0.0,1
369,CASH_OUT,231978.48,231978.48,0.0,0.0,231978.48,1
531,TRANSFER,13074.53,13074.53,0.0,0.0,0.0,1
69,TRANSFER,582571.9,582571.9,0.0,0.0,0.0,1
350,CASH_OUT,207517.2,207517.2,0.0,0.0,207517.2,1
131,PAYMENT,1167.97,2841.0,1673.03,0.0,0.0,0
226,PAYMENT,39019.94,0.0,0.0,0.0,0.0,0
694,TRANSFER,21358.8,21358.8,0.0,0.0,0.0,1
328,PAYMENT,46955.38,10039.0,0.0,0.0,0.0,0
236,CASH_OUT,339547.5,211535.0,0.0,0.0,339547.5,0
236,CASH_OUT,75708.87,75708.87,0.0,4816.38,80525.25,1
42,CASH_OUT,189502.95,0.0,0.0,531930.75,721433.7,0
366,CASH_OUT,769619.56,769619.56,0.0,32332.95,801952.56,1
65,CASH_OUT,446032.94,446032.94,0.0,205977.4,652010.4,1
124,TRANSFER,9.639053e+06,9.639053e+06,0.0,0.0,0.0,1
209,CASH_OUT,260110.39,0.0,0.0,2.0932424e+06,2.3533528e+06,0
136,CASH_IN,107288.95,635.0,107923.95,117557.72,10268.77,0
349,CASH_OUT,1.2587069e+06,1.2587069e+06,0.0,1.0543679e+06,2.3130748e+06,1
46,PAYMENT,4425.16,268.0,0.0,0.0,0.0,0
326,CASH_OUT,168461.16,1910.0,0.0,4.4916475e+06,4.6601085e+06,0
400,TRANSFER,27060.18,50675.0,23614.82,1.1832836e+06,1.2103438e+06,0
434,TRANSFER,2.0403745e+06,2.0403745e+06,0.0,0.0,0.0,1
185,CASH_OUT,347194.25,21443.0,0.0,277437.97,624632.25,0
232,CASH_OUT,570135.06,570135.06,0.0,3.047427e+06,3.617562e+06,1
331,CASH_OUT,91794.63,20441.0,0.0,2.0169614e+06,2.108756e+06,0
12,CASH_OUT,314919.47,0.0,0.0,392163.06,581404.4,0
300,PAYMENT,46954.47,0.0,0.0,0.0,0.0,0
609,TRANSFER,564263.94,564263.94,0.0,0.0,0.0,1
269,CASH_OUT,32527.0,32527.0,0.0,77934.8,110461.8,1
277,PAYMENT,6215.39,8207.57,1992.18,0.0,0.0,0
367,CASH_OUT,972009.75,972009.75,0.0,298095.3,1.270105e+06,1
109,TRANSFER,20243.24,20243.24,0.0,0.0,0.0,1
136,PAYMENT,8629.53,3758.0,0.0,0.0,0.0,0
572,CASH_OUT,161016.66,161016.66,0.0,92806.24,253822.89,1
178,TRANSFER,763913.94,763913.94,0.0,0.0,0.0,1
250,CASH_OUT,406844.06,0.0,0.0,4.1302672e+06,4.5371115e+06,0
669,CASH_OUT,106290.68,106290.68,0.0,0.0,106290.68,1
153,PAYMENT,1839.3,0.0,0.0,0.0,0.0,0
238,TRANSFER,1e+07,1.5274774e+07,5.2747735e+06,0.0,0.0,1
189,CASH_OUT,139309.66,0.0,0.0,204668.52,343978.2,0
232,CASH_OUT,688448.56,20236.0,0.0,1.4677659e+06,2.1562145e+06,0
705,TRANSFER,62898.81,62898.81,0.0,0.0,0.0,1
85,CASH_OUT,167679.27,167679.27,0.0,165580.61,333259.88,1
164,PAYMENT,9886.69,102330.0,92443.31,0.0,0.0,0
156,CASH_OUT,174094.05,0.0,0.0,912332.06,1.0864261e+06,0
328,CASH_OUT,95549.82,0.0,0.0,268940.75,364490.56,0
41,CASH_OUT,174580.8,21704.0,0.0,426018.03,600598.8,0
94,CASH_IN,193554.05,2.5245992e+06,2.7181532e+06,980116.2,786562.1,0
203,CASH_IN,156132.62,7.04887e+06,7.2050025e+06,396613.94,240481.3,0
164,PAYMENT,7728.1,620.0,0.0,0.0,0.0,0
236,PAYMENT,5216.76,520.0,0.0,0.0,0.0,0
328,CASH_OUT,61887.86,9911.0,0.0,1.1607981e+06,1.2226859e+06,0
311,TRANSFER,227624.3,227624.3,0.0,0.0,0.0,1
222,CASH_OUT,1.3384875e+06,1.3384875e+06,0.0,0.0,1.3384875e+06,1
207,CASH_OUT,46104.64,33321.67,0.0,100136.08,146240.72,0
355,CASH_OUT,52401.29,25450.0,0.0,0.0,52401.29,0
215,CASH_OUT,319887.1,319887.1,0.0,1.3732125e+06,1.6930996e+06,1
326,CASH_IN,480591.1,20812.0,501403.1,0.0,0.0,0
136,PAYMENT,9094.49,0.0,0.0,0.0,0.0,0
241,CASH_OUT,325470.06,325470.06,0.0,19771.15,345241.22,1
8,CASH_OUT,222.0,222.0,0.0,24708.0,171647.34,1
379,TRANSFER,8.3177245e+06,8.3177245e+06,0.0,0.0,0.0,1
382,CASH_OUT,1.4651738e+06,1.4651738e+06,0.0,0.0,1.4651738e+06,1
342,TRANSFER,253261.36,253261.36,0.0,0.0,0.0,1
325,TRANSFER,1.0183529e+06,136880.2,0.0,1.9438998e+07,2.045735e+07,0
738,CASH_OUT,106584.32,106584.32,0.0,5.5248725e+06,5.631457e+06,1
349,PAYMENT,15366.94,0.0,0.0,0.0,0.0,0
117,CASH_OUT,251621.19,251621.19,0.0,8.0782665e+06,8.3298875e+06,1
256,CASH_OUT,54382.04,30934.0,0.0,731030.1,785412.1,0
188,CASH_OUT,190066.84,0.0,0.0,2.3288325e+06,2.5188992e+06,0
226,CASH_IN,307872.88,2.8039132e+06,3.1117862e+06,3.8141435e+06,3.5062705e+06,0
191,TRANSFER,114743.39,114743.39,0.0,0.0,0.0,1
72,CASH_OUT,730574.4,730574.4,0.0,183897.19,914471.56,1
140,TRANSFER,4.400458e+06,4.400458e+06,0.0,0.0,0.0,1
689,TRANSFER,276253.25,276253.25,0.0,0.0,0.0,1
132,CASH_OUT,768520.1,768520.1,0.0,218306.5,986826.6,1
500,CASH_IN,223838.8,2.8969095e+06,3.1207482e+06,519631.8,295793.03,0
349,TRANSFER,1.9311765e+06,403467.7,0.0,2.3622062e+06,4.2933825e+06,0
368,CASH_OUT,1.0506358e+06,1.0506358e+06,0.0,150217.9,1.2008536e+06,1
394,CASH_IN,255831.88,1.1725955e+07,1.1981787e+07,4.5417948e+07,4.5162116e+07,0
161,CASH_OUT,1.5337985e+06,1.5337985e+06,0.0,419107.4,1.9529059e+06,1
712,CASH_OUT,135977.23,135977.23,0.0,314329.12,450306.34,1
406,CASH_OUT,4.7378335e+06,4.7378335e+06,0.0,1.1580905e+07,1.6318738e+07,1
632,TRANSFER,52541.42,52541.42,0.0,0.0,0.0,1
683,PAYMENT,5600.06,10952.0,5351.94,0.0,0.0,0
258,CASH_OUT,224222.69,0.0,0.0,4.2723435e+06,4.496566e+06,0
259,CASH_OUT,104551.83,0.0,0.0,199210.66,303762.47,0
472,TRANSFER,653983.94,653983.94,0.0,0.0,0.0,1
177,PAYMENT,1777.48,113341.0,111563.52,0.0,0.0,0
299,CASH_OUT,121929.24,0.0,0.0,803609.8,925539.06,0
321,CASH_OUT,526787.56,526787.56,0.0,2422.53,563605.44,1
186,CASH_OUT,8.60709e+06,8.60709e+06,0.0,457121.56,9.064211e+06,1
704,TRANSFER,158788.31,158788.31,0.0,0.0,0.0,1
41,CASH_OUT,236101.62,37267.0,0.0,0.0,236101.62,0
546,CASH_OUT,1.634229e+06,1.634229e+06,0.0,0.0,1.634229e+06,1
477,TRANSFER,338293.12,338293.12,0.0,0.0,0.0,1
141,CASH_IN,60598.64,868.0,61466.64,0.0,0.0,0
18,CASH_OUT,202773.62,92212.0,0.0,0.0,202773.62,0
375,TRANSFER,821138.2,821138.2,0.0,0.0,0.0,1
328,PAYMENT,20673.85,103471.0,82797.15,0.0,0.0,0
140,PAYMENT,8543.72,99303.0,90759.28,0.0,0.0,0
278,CASH_OUT,14963.23,10080.0,0.0,802338.2,817301.44,0
55,TRANSFER,167715.53,167715.53,0.0,0.0,0.0,1
380,CASH_OUT,150687.12,10665.0,0.0,37101.84,187788.95,0
284,TRANSFER,739584.3,739584.3,0.0,0.0,0.0,1
522,CASH_OUT,31047.44,60543.0,29495.56,661933.5,692980.94,0
568,CASH_OUT,66188.66,66188.66,0.0,715846.0,782034.7,1
19,PAYMENT,16632.3,0.0,0.0,0.0,0.0,0
298,CASH_OUT,150817.58,0.0,0.0,1.1640908e+06,1.3149082e+06,0
101,CASH_OUT,2.222544e+06,2.222544e+06,0.0,134545.98,2.35709e+06,1
6,CASH_OUT,33332.86,33332.86,0.0,31002.0,0.0,1
351,CASH_OUT,315857.56,8851.85,0.0,9.058354e+06,9.374211e+06,0
81,TRANSFER,2.7377668e+06,2.7377668e+06,0.0,0.0,0.0,1
164,CASH_OUT,82054.48,21615.0,0.0,3.0170328e+06,3.0990872e+06,0
614,CASH_OUT,281087.0,281087.0,0.0,92828.21,373915.22,1
308,TRANSFER,4620.02,144369.0,139748.98,0.0,4620.02,0
262,TRANSFER,340937.0,340937.0,0.0,0.0,0.0,1
501,TRANSFER,1.2547751e+06,1.2547751e+06,0.0,0.0,0.0,1
13,CASH_OUT,287218.9,72084.0,0.0,0.0,49806.31,0
331,CASH_OUT,14879.61,79819.0,64939.39,0.0,14879.61,0
300,CASH_IN,20264.25,31199.0,51463.25,0.0,0.0,0
403,TRANSFER,196254.03,196254.03,0.0,0.0,0.0,1
225,PAYMENT,15419.9,25339.0,9919.1,0.0,0.0,0
96,PAYMENT,23534.08,0.0,0.0,0.0,0.0,0
174,CASH_OUT,250223.23,250223.23,0.0,1.6266946e+06,1.8769179e+06,1
457,TRANSFER,879136.2,879136.2,0.0,0.0,0.0,1
228,PAYMENT,3737.92,0.0,0.0,0.0,0.0,0
186,CASH_OUT,210892.38,0.0,0.0,849302.94,1.0601954e+06,0
183,CASH_OUT,226567.48,0.0,0.0,999486.56,1.226054e+06,0
333,TRANSFER,449415.4,0.0,0.0,4.9042532e+07,4.9491948e+07,0
625,TRANSFER,2.6543025e+06,2.6543025e+06,0.0,0.0,0.0,1
204,TRANSFER,11975.22,167286.0,155310.78,0.0,11975.22,0
134,PAYMENT,10085.88,20715.0,10629.12,0.0,0.0,0
325,CASH_OUT,93303.86,32939.0,0.0,29770.03,123073.89,0
131,CASH_IN,208920.47,9.672215e+06,9.881136e+06,719298.75,510378.3,0
188,CASH_OUT,152850.27,0.0,0.0,1.6287561e+06,1.7816064e+06,0
183,PAYMENT,1651.02,0.0,0.0,0.0,0.0,0
154,CASH_OUT,3.4240925e+06,3.4240925e+06,0.0,0.0,3.4240925e+06,1
206,CASH_OUT,42038.08,434482.0,392443.9,0.0,42038.08,0
237,PAYMENT,1367.81,21064.0,19696.19,0.0,0.0,0
38,TRANSFER,90204.54,90204.54,0.0,0.0,0.0,1
307,CASH_OUT,99853.1,0.0,0.0,4.8821375e+06,4.9819905e+06,0
691,CASH_OUT,84174.31,84174.31,0.0,0.0,84174.31,1
160,TRANSFER,1.2849594e+06,1.2849594e+06,0.0,0.0,0.0,1
324,PAYMENT,4822.64,0.0,0.0,0.0,0.0,0
372,CASH_IN,35502.77,5.08231e+06,5.117813e+06,47066.04,11563.27,0
4,CASH_OUT,86070.17,86070.17,0.0,0.0,86070.17,1
308,PAYMENT,2536.11,0.0,0.0,0.0,0.0,0
327,CASH_OUT,452986.7,0.0,0.0,2.7777985e+06,3.230785e+06,0
562,TRANSFER,6.3243e+06,6.3243e+06,0.0,0.0,0.0,1
358,CASH_OUT,10358.27,10358.27,0.0,0.0,10358.27,1
204,CASH_OUT,9407.88,7170.0,0.0,0.0,9407.88,0
60,CASH_OUT,581421.9,581421.9,0.0,407848.97,989270.8,1
47,TRANSFER,156011.23,156011.23,0.0,0.0,0.0,1
43,CASH_IN,43427.51,1318.0,44745.51,1.8667556e+06,1.823328e+06,0
19,PAYMENT,23843.92,234157.16,210313.23,0.0,0.0,0
209,TRANSFER,7.044228e+06,7.044228e+06,0.0,0.0,0.0,1
137,TRANSFER,343168.38,0.0,0.0,1.991775e+06,2.3349435e+06,0
14,TRANSFER,185630.6,412454.3,226823.72,1.0615591e+07,1.0524098e+07,0
187,CASH_OUT,133298.11,318527.72,185229.62,2.7925898e+06,2.925888e+06,0
249,CASH_IN,262120.5,8.127067e+06,8.389188e+06,407941.22,145820.7,0
325,CASH_OUT,84908.99,50721.0,0.0,4.3730505e+06,4.4579595e+06,0
527,TRANSFER,271562.25,0.0,0.0,2.9349545e+06,3.2065168e+06,0
229,TRANSFER,474446.1,0.0,0.0,609908.0,1.084354e+06,0
191,PAYMENT,11647.87,47574.0,35926.13,0.0,0.0,0
357,CASH_OUT,201481.14,6671.46,0.0,797695.6,999176.75,0
133,CASH_IN,114065.79,31523.0,145588.8,150237.7,36171.9,0
12,PAYMENT,20419.19,1830.0,0.0,0.0,0.0,0
674,CASH_OUT,1e+07,1e+07,0.0,879169.44,1.0879169e+07,1
688,CASH_IN,309053.47,37070.0,346123.47,215043.36,0.0,0
9,CASH_OUT,513625.94,12561.0,0.0,17469.41,436980.3,0
164,CASH_OUT,324663.88,0.0,0.0,4.173142e+06,4.497806e+06,0
335,TRANSFER,1.4952038e+06,1.4952038e+06,0.0,0.0,0.0,1
141,CASH_OUT,455372.53,455372.53,0.0,316179.06,771551.6,1
306,PAYMENT,16102.71,0.0,0.0,0.0,0.0,0
401,CASH_OUT,1.6725708e+06,1.6725708e+06,0.0,11445.41,1.6840161e+06,1
235,CASH_OUT,175554.48,30451.0,0.0,0.0,175554.48,0
15,CASH_IN,2530.81,7.1176485e+06,7.120179e+06,2.9692972e+06,3.02658e+06,0
277,CASH_OUT,245576.34,121.0,0.0,807858.0,1.0534344e+06,0
542,TRANSFER,161804.69,161804.69,0.0,0.0,0.0,1
136,PAYMENT,4728.93,5597.0,868.07,0.0,0.0,0
387,CASH_OUT,1e+07,1e+07,0.0,0.0,1e+07,1
267,CASH_OUT,37669.14,37669.14,0.0,30613.05,68282.19,1
373,CASH_IN,198307.86,1680.0,199987.86,0.0,0.0,0
17,PAYMENT,3842.48,20043.0,16200.52,0.0,0.0,0
353,PAYMENT,11080.01,0.0,0.0,0.0,0.0,0
54,CASH_OUT,438224.6,438224.6,0.0,320697.47,758922.06,1
684,TRANSFER,537025.0,537025.0,0.0,0.0,0.0,1
523,CASH_OUT,248799.48,248799.48,0.0,323143.22,571942.75,1
153,CASH_OUT,412511.3,412511.3,0.0,41026.29,453537.62,1
377,CASH_IN,87021.83,14793.0,101814.83,1.1628152e+06,1.0757934e+06,0
36,TRANSFER,397541.56,0.0,0.0,6.445258e+06,6.8427995e+06,0
571,CASH_IN,320531.12,3.509302e+06,3.8298332e+06,646712.56,326181.4,0
